Job,Routing_ID,Arrival,Ready Time,Job Processing Time,Deadline
J25-0213,6,14668,15840,416,17332
J25-0214,9,14733,15840,540,17163
J25-0215,1,14932,15840,510,17732
J25-0216,2,14998,15840,568,17378
J25-0217,0,15034,15840,395,17755
J25-0218,8,15099,15840,597,18052
J25-0219,5,15250,15840,496,18004
J25-0220,3,15305,15840,655,17719
J25-0221,0,15366,15840,395,17900
J25-0222,9,15382,15840,540,17441
J25-0223,8,15434,15840,597,17406
J25-0224,6,15503,15840,416,17141
J25-0225,4,15566,15840,393,17906
J25-0226,7,15586,15840,539,17449
J25-0227,5,15606,15840,496,17980
J25-0228,2,15636,15840,568,17572
J25-0229,1,15743,15840,510,17335
J25-0230,5,15852,17280,496,19748
J25-0231,0,15939,17280,395,18699
J25-0232,6,15965,17280,416,19049
J25-0233,2,16003,17280,568,19078
J25-0234,3,16043,17280,655,18873
J25-0235,8,16118,17280,597,20070
J25-0236,9,16238,17280,540,19446
J25-0237,7,16398,17280,539,19038
J25-0238,1,16505,17280,510,18830
J25-0239,4,16547,17280,393,19415
J25-0240,4,16571,17280,393,19500
J25-0241,3,16610,17280,655,19393
J25-0242,5,16685,17280,496,19102
J25-0243,7,16694,17280,539,19446
J25-0244,6,16855,17280,416,19473
J25-0245,0,16901,17280,395,19048
J25-0246,2,16940,17280,568,18752
J25-0247,1,17082,17280,510,18551
J25-0248,8,17113,17280,597,19062
J25-0249,9,17121,17280,540,19551
J25-0250,8,17151,17280,597,18641
J25-0251,1,17173,17280,510,18714
J25-0252,2,17276,17280,568,19386
J25-0253,3,17367,18720,655,21656
J25-0254,4,17393,18720,393,21031
J25-0255,5,17447,18720,496,20967
J25-0256,0,17462,18720,395,20803
J25-0257,9,17519,18720,540,20676
J25-0258,6,17606,18720,416,20730
J25-0259,7,17630,18720,539,21474
J25-0260,9,17706,18720,540,21343
J25-0261,8,17741,18720,597,20733
J25-0262,4,17782,18720,393,20827
J25-0263,3,17990,18720,655,20503
J25-0264,0,18190,18720,395,20239
J25-0265,2,18283,18720,568,20458
J25-0266,1,18328,18720,510,20008
J25-0267,6,18346,18720,416,19665
J25-0268,7,18465,18720,539,21134
J25-0269,5,18537,18720,496,21048
J25-0270,7,18619,18720,539,20986
J25-0271,9,18642,18720,540,20889
J25-0272,8,18812,20160,597,22247
J25-0273,2,18899,20160,568,22149
J25-0274,0,18901,20160,395,22385
J25-0275,6,19052,20160,416,23009
J25-0276,1,19363,20160,510,21575
J25-0277,3,19586,20160,655,22399
J25-0278,5,19623,20160,496,22428
J25-0279,4,19631,20160,393,22449
J25-0280,8,19697,20160,597,22314
J25-0281,7,19792,20160,539,22331
J25-0282,0,19854,20160,395,21903
J25-0283,9,19889,20160,540,21789
J25-0284,2,19954,20160,568,21595
J25-0285,6,20002,20160,416,22001
J25-0286,5,20045,20160,496,21811
J25-0287,4,20111,20160,393,23379
J25-0288,1,20117,20160,510,22510
J25-0289,3,20178,21600,655,22953
J25-0290,0,20213,21600,395,23483
J25-0291,3,20257,21600,655,23072
J25-0292,9,20267,21600,540,23431
J25-0293,6,20424,21600,416,23008
J25-0294,8,20457,21600,597,24508
J25-0295,1,20628,21600,510,23025
J25-0296,4,20671,21600,393,24375
J25-0297,5,20713,21600,496,23706
J25-0298,7,20767,21600,539,23953
J25-0299,2,20859,21600,568,23206
J25-0300,5,20889,21600,496,23822
J25-0301,0,20904,21600,395,23343
J25-0302,1,20937,21600,510,25088
J25-0303,3,21007,21600,655,23704
J25-0304,9,21188,21600,540,22983
J25-0305,7,21347,21600,539,23839
J25-0306,2,21416,21600,568,23746
J25-0307,8,21527,21600,597,23550
J25-0308,6,21567,21600,416,23379
J25-0309,4,21642,23040,393,25736
J25-0310,1,21895,23040,510,25083
J25-0311,2,22235,23040,568,24672
J25-0312,0,22318,23040,395,26259
J25-0313,9,22397,23040,540,24952
J25-0314,3,22496,23040,655,25750
J25-0315,6,22552,23040,416,24827
J25-0316,4,22621,23040,393,24976
J25-0317,5,22732,23040,496,25073
J25-0318,7,22797,23040,539,24686
J25-0319,8,22952,23040,597,25048
J25-0320,8,22997,23040,597,24610
J25-0321,3,23060,24480,655,26524
J25-0322,0,23145,24480,395,26499
J25-0323,9,23331,24480,540,27073
J25-0324,5,23437,24480,496,25684
J25-0325,1,23529,24480,510,26372
J25-0326,6,23541,24480,416,25927
J25-0327,4,23643,24480,393,26217
J25-0328,7,23712,24480,539,26634
J25-0329,2,23858,24480,568,27238
J25-0330,6,23903,24480,416,26277
J25-0331,5,23903,24480,496,26592
J25-0332,2,23933,24480,568,26101
J25-0333,4,23936,24480,393,27235
J25-0334,0,24023,24480,395,26035
J25-0335,3,24035,24480,655,26209
J25-0336,8,24134,24480,597,27020
J25-0337,1,24216,24480,510,25937
J25-0338,9,24306,24480,540,26811
J25-0339,7,24328,24480,539,26108
J25-0340,6,24407,24480,416,25949
J25-0341,5,24443,24480,496,28008
J25-0342,3,24499,25920,655,27790
J25-0343,1,24545,25920,510,28072
J25-0344,2,25043,25920,568,27815
J25-0345,9,25069,25920,540,28708
J25-0346,8,25180,25920,597,28086
J25-0347,7,25270,25920,539,28093
J25-0348,0,25333,25920,395,28408
J25-0349,4,25333,25920,393,28621
J25-0350,7,25417,25920,539,27808
J25-0351,0,25430,25920,395,27413
J25-0352,4,25713,25920,393,29055
J25-0353,2,25721,25920,568,28182
J25-0354,9,25747,25920,540,27741
J25-0355,6,25852,25920,416,27466
J25-0356,8,25949,27360,597,29223
J25-0357,5,25977,27360,496,29214
J25-0358,1,26072,27360,510,28924
J25-0359,3,26088,27360,655,28728
J25-0360,4,26175,27360,393,29225
J25-0361,1,26223,27360,510,29222
J25-0362,3,26267,27360,655,29535
J25-0363,2,26327,27360,568,28616
J25-0364,6,26358,27360,416,28800
J25-0365,9,26369,27360,540,30110
J25-0366,7,26511,27360,539,31377
J25-0367,5,26634,27360,496,29051
J25-0368,8,26635,27360,597,28645
J25-0369,0,26784,27360,395,29494
J25-0370,7,26975,27360,539,29468
J25-0371,0,27078,27360,395,28601
J25-0372,8,27140,27360,597,30328
J25-0373,5,27151,27360,496,29587
J25-0374,4,27188,27360,393,29408
J25-0375,6,27196,27360,416,28555
J25-0376,9,27224,27360,540,29231
J25-0377,1,27435,28800,510,32225
J25-0378,3,27533,28800,655,31131
J25-0379,2,27824,28800,568,29953
J25-0380,8,27878,28800,597,30322
J25-0381,2,27909,28800,568,30023
J25-0382,9,27916,28800,540,31637
J25-0383,4,27979,28800,393,30240
J25-0384,0,28027,28800,395,30253
J25-0385,7,28298,28800,539,30299
J25-0386,1,28318,28800,510,30563
J25-0387,5,28322,28800,496,30994
J25-0388,3,28471,28800,655,30470
J25-0389,6,28487,28800,416,30574
J25-0390,6,28549,28800,416,30780
J25-0391,5,28552,28800,496,31534
J25-0392,8,28582,28800,597,30584
J25-0393,3,28734,28800,655,30463
J25-0394,9,28767,28800,540,30753
J25-0395,0,28862,30240,395,32368
J25-0396,7,28912,30240,539,32299
J25-0397,2,28975,30240,568,32696
J25-0398,4,29085,30240,393,32207
J25-0399,1,29158,30240,510,32647
J25-0400,0,29170,30240,395,32677
J25-0401,8,29312,30240,597,32503
J25-0402,9,29385,30240,540,32584
J25-0403,2,29515,30240,568,31800
J25-0404,6,29544,30240,416,32185
J25-0405,4,29572,30240,393,33023
J25-0406,5,29606,30240,496,31722
J25-0407,7,29639,30240,539,32664
J25-0408,1,29640,30240,510,31755
J25-0409,3,29786,30240,655,32238
J25-0410,0,29834,30240,395,32355
J25-0411,7,29843,30240,539,33475
J25-0412,9,29863,30240,540,33080
J25-0413,4,29881,30240,393,32171
J25-0414,5,29920,30240,496,32676
J25-0415,6,30245,31680,416,33779
J25-0416,3,30384,31680,655,33357
J25-0417,8,30457,31680,597,33214
J25-0418,2,30495,31680,568,35076
J25-0419,1,30501,31680,510,33470
J25-0420,1,30509,31680,510,34492
J25-0421,2,30575,31680,568,33236
J25-0422,7,30673,31680,539,33517
J25-0423,3,30710,31680,655,33519
J25-0424,0,30797,31680,395,33648
J25-0425,5,30847,31680,496,34032
J25-0426,9,30861,31680,540,33551
J25-0427,4,30877,31680,393,34226
J25-0428,8,31063,31680,597,33104
J25-0429,6,31094,31680,416,33534
J25-0430,8,31099,31680,597,32896
J25-0431,6,31119,31680,416,33177
J25-0432,3,31129,31680,655,34841
J25-0433,4,31155,31680,393,33748
J25-0434,9,31219,31680,540,33754
J25-0435,2,31245,31680,568,33556
J25-0436,0,31346,31680,395,33559
J25-0437,1,31395,31680,510,33224
J25-0438,5,31580,31680,496,33638
J25-0439,7,31637,31680,539,33114
J25-0440,4,31746,33120,393,35472
J25-0441,7,31802,33120,539,35732
J25-0442,0,31967,33120,395,34520
J25-0443,3,32004,33120,655,34878
J25-0444,5,32027,33120,496,35328
J25-0445,9,32104,33120,540,35831
J25-0446,6,32164,33120,416,35229
J25-0447,1,32176,33120,510,35961
J25-0448,2,32235,33120,568,35754
J25-0449,8,32248,33120,597,35597
J25-0450,4,32487,33120,393,34748
J25-0451,6,32644,33120,416,34338
J25-0452,7,32736,33120,539,34628
J25-0453,5,32818,33120,496,35744
J25-0454,1,32920,33120,510,35276
J25-0455,0,32977,33120,395,34812
J25-0456,3,33114,33120,655,34830
J25-0457,2,33153,34560,568,37518
J25-0458,9,33175,34560,540,36460
J25-0459,8,33234,34560,597,36365
J25-0460,7,33296,34560,539,36469
J25-0461,3,33517,34560,655,36150
J25-0462,4,33529,34560,393,36776
J25-0463,8,33575,34560,597,38861
J25-0464,2,33601,34560,568,37559
J25-0465,0,33690,34560,395,36366
J25-0466,1,33758,34560,510,36129
J25-0467,6,33764,34560,416,35925
J25-0468,9,33787,34560,540,35972
J25-0469,5,33848,34560,496,37083
J25-0470,1,33954,34560,510,36676
J25-0471,9,33983,34560,540,37916
J25-0472,2,34028,34560,568,36983
J25-0473,7,34029,34560,539,36556
J25-0474,4,34056,34560,393,35587
J25-0475,0,34171,34560,395,37199
J25-0476,8,34215,34560,597,36173
J25-0477,5,34368,34560,496,36085
J25-0478,6,34426,34560,416,35904
J25-0479,3,34484,34560,655,36812
J25-0480,1,34494,34560,510,36863
J25-0481,7,34608,36000,539,38092
J25-0482,4,34620,36000,393,38070
J25-0483,2,34624,36000,568,38314
J25-0484,6,34625,36000,416,38240
J25-0485,8,34692,36000,597,37643
J25-0486,3,34708,36000,655,37787
J25-0487,9,34727,36000,540,37746
J25-0488,0,34738,36000,395,38208
J25-0489,5,34772,36000,496,38491
J25-0490,7,34801,36000,539,38530
J25-0491,2,34894,36000,568,38077
J25-0492,0,35050,36000,395,37304
J25-0493,8,35257,36000,597,37796
J25-0494,5,35345,36000,496,37996
J25-0495,1,35359,36000,510,38110
J25-0496,4,35371,36000,393,37443
J25-0497,3,35446,36000,655,37590
J25-0498,9,35485,36000,540,38043
J25-0499,6,35533,36000,416,38165
J25-0500,4,35554,36000,393,38933
J25-0501,0,35563,36000,395,38197
J25-0502,5,35606,36000,496,38066
J25-0503,9,35894,36000,540,38622
J25-0504,3,35946,36000,655,38602
J25-0505,1,36069,37440,510,38660
J25-0506,6,36188,37440,416,39372
J25-0507,8,36236,37440,597,39638
J25-0508,7,36257,37440,539,39235
J25-0509,2,36328,37440,568,39616
J25-0510,6,36370,37440,416,39676
J25-0511,7,36421,37440,539,39428
J25-0512,2,36484,37440,568,39001
J25-0513,1,36566,37440,510,38946
J25-0514,4,36683,37440,393,40075
J25-0515,0,36836,37440,395,39280
J25-0516,8,36847,37440,597,39279
J25-0517,5,36860,37440,496,39506
J25-0518,3,36876,37440,655,40107
J25-0519,9,36910,37440,540,39127
J25-0520,0,36921,37440,395,39150
J25-0521,7,37033,37440,539,39562
J25-0522,3,37092,37440,655,39049
J25-0523,1,37259,37440,510,39138
J25-0524,6,37307,37440,416,38813
J25-0525,8,37352,37440,597,39851
J25-0526,4,37370,37440,393,39878
J25-0527,9,37408,37440,540,38967
J25-0528,5,37433,37440,496,39394
J25-0529,2,37457,38880,568,40340
J25-0530,6,37553,38880,416,40746
J25-0531,2,37557,38880,568,40670
J25-0532,9,37584,38880,540,40973
J25-0533,8,37613,38880,597,40500
J25-0534,0,37669,38880,395,41241
J25-0535,5,37732,38880,496,41613
J25-0536,4,37750,38880,393,42053
J25-0537,1,37782,38880,510,40653
J25-0538,3,37819,38880,655,40053
J25-0539,7,37890,38880,539,41090
J25-0540,6,37952,38880,416,40537
J25-0541,5,38016,38880,496,40867
J25-0542,4,38162,38880,393,40591
J25-0543,1,38183,38880,510,40989
J25-0544,9,38188,38880,540,40134
J25-0545,2,38271,38880,568,40597
J25-0546,7,38383,38880,539,41062
J25-0547,8,38392,38880,597,40345
J25-0548,3,38627,38880,655,41286
J25-0549,0,38643,38880,395,41502
J25-0550,3,38680,38880,655,40456
J25-0551,6,38700,38880,416,40993
J25-0552,7,38786,38880,539,41254
J25-0553,8,38796,38880,597,40200
J25-0554,4,38870,38880,393,42238
J25-0555,2,38873,38880,568,40479
J25-0556,0,38897,40320,395,42877
J25-0557,1,38924,40320,510,42208
J25-0558,5,39030,40320,496,41854
J25-0559,9,39147,40320,540,42148
J25-0560,4,39160,40320,393,43059
J25-0561,5,39422,40320,496,42159
J25-0562,3,39634,40320,655,42599
J25-0563,1,39735,40320,510,41614
J25-0564,6,39762,40320,416,41981
J25-0565,2,39790,40320,568,42452
J25-0566,8,39841,40320,597,41507
J25-0567,9,39905,40320,540,42408
J25-0568,0,39945,40320,395,41962
J25-0569,7,40154,40320,539,42949
J25-0570,4,40239,40320,393,42365
J25-0571,0,40269,40320,395,42195
J25-0572,5,40476,41760,496,43882
J25-0573,9,40495,41760,540,43596
J25-0574,1,40606,41760,510,43746
J25-0575,2,40777,41760,568,44034
J25-0576,8,40791,41760,597,43577
J25-0577,7,40880,41760,539,44109
J25-0578,6,40883,41760,416,43313
J25-0579,3,40891,41760,655,42903
J25-0580,7,40951,41760,539,44145
J25-0581,4,41031,41760,393,44642
J25-0582,0,41251,41760,395,43961
J25-0583,8,41315,41760,597,43679
J25-0584,3,41328,41760,655,44097
J25-0585,9,41360,41760,540,43095
J25-0586,5,41410,41760,496,44519
J25-0587,6,41455,41760,416,43718
J25-0588,1,41474,41760,510,43864
J25-0589,2,41662,41760,568,43591
J25-0590,2,41665,41760,568,44352
J25-0591,1,41673,41760,510,43837
J25-0592,6,41702,41760,416,43889
J25-0593,5,41720,41760,496,44119
J25-0594,0,41805,43200,395,45785
J25-0595,9,41962,43200,540,46126
J25-0596,8,42258,43200,597,44967
J25-0597,7,42262,43200,539,44634
J25-0598,3,42318,43200,655,44581
J25-0599,4,42509,43200,393,44845
J25-0600,7,42544,43200,539,45356
J25-0601,1,42584,43200,510,45566
J25-0602,4,42614,43200,393,44965
J25-0603,0,42631,43200,395,44997
J25-0604,2,42689,43200,568,44546
J25-0605,5,42981,43200,496,44840
J25-0606,8,42982,43200,597,46023
J25-0607,9,43083,43200,540,45215
J25-0608,3,43155,43200,655,45445
J25-0609,6,43201,44640,416,46087
J25-0610,4,43296,44640,393,46503
J25-0611,0,43318,44640,395,46574
J25-0612,2,43325,44640,568,46347
J25-0613,6,43349,44640,416,46324
J25-0614,8,43438,44640,597,47452
J25-0615,9,43523,44640,540,47449
J25-0616,1,43637,44640,510,46865
J25-0617,7,43647,44640,539,47040
J25-0618,5,43771,44640,496,48417
J25-0619,3,43799,44640,655,46517
J25-0620,6,43859,44640,416,45952
J25-0621,8,44023,44640,597,46543
J25-0622,0,44167,44640,395,46176
J25-0623,2,44178,44640,568,46137
J25-0624,1,44263,44640,510,46666
J25-0625,5,44266,44640,496,46808
J25-0626,3,44452,44640,655,46113
J25-0627,9,44549,44640,540,46480
J25-0628,4,44556,44640,393,46541
J25-0629,7,44658,46080,539,48635
J25-0630,5,44811,46080,496,48871
J25-0631,7,44872,46080,539,47871
J25-0632,6,44934,46080,416,46996
J25-0633,1,44959,46080,510,47855
J25-0634,2,45048,46080,568,47203
J25-0635,8,45188,46080,597,47401
J25-0636,3,45211,46080,655,47769
J25-0637,9,45302,46080,540,47656
J25-0638,4,45392,46080,393,47746
J25-0639,0,45482,46080,395,47582
J25-0640,2,45594,46080,568,47835
J25-0641,6,45640,46080,416,47878
J25-0642,9,45702,46080,540,48181
J25-0643,0,45830,46080,395,48562
J25-0644,4,45844,46080,393,49025
J25-0645,8,45881,46080,597,47875
J25-0646,7,46099,47520,539,49326
J25-0647,5,46304,47520,496,49473
J25-0648,1,46326,47520,510,48712
J25-0649,3,46590,47520,655,49740
J25-0650,5,46614,47520,496,49838
J25-0651,7,46704,47520,539,49365
J25-0652,8,46748,47520,597,49301
J25-0653,6,46778,47520,416,49511
J25-0654,2,46801,47520,568,49258
J25-0655,0,46877,47520,395,50364
J25-0656,9,46960,47520,540,49381
J25-0657,1,47010,47520,510,49531
J25-0658,3,47025,47520,655,49440
J25-0659,4,47030,47520,393,49553
J25-0660,7,47077,47520,539,49955
J25-0661,2,47104,47520,568,50135
J25-0662,3,47222,47520,655,49684
J25-0663,1,47266,47520,510,49422
J25-0664,6,47379,47520,416,49346
J25-0665,5,47503,47520,496,50023
J25-0666,0,47597,48960,395,50950
J25-0667,4,47751,48960,393,51329
J25-0668,8,47826,48960,597,50715
J25-0669,9,47828,48960,540,50423
J25-0670,4,47853,48960,393,50841
J25-0671,0,47916,48960,395,51564
J25-0672,7,47918,48960,539,51717
J25-0673,5,48022,48960,496,51711
J25-0674,6,48155,48960,416,50010
J25-0675,9,48295,48960,540,51796
J25-0676,1,48320,48960,510,50893
J25-0677,8,48471,48960,597,50698
J25-0678,2,48495,48960,568,51057
J25-0679,3,48572,48960,655,52025
J25-0680,3,48588,48960,655,50225
J25-0681,8,48657,48960,597,50717
J25-0682,7,48666,48960,539,50883
J25-0683,0,48672,48960,395,51178
J25-0684,6,48712,48960,416,50526
J25-0685,9,48809,48960,540,50641
J25-0686,5,48880,48960,496,51603
J25-0687,1,48891,48960,510,50273
J25-0688,4,49157,50400,393,51776
J25-0689,2,49276,50400,568,51787
J25-0690,8,49367,50400,597,52278
J25-0691,9,49372,50400,540,51640
J25-0692,5,49421,50400,496,52923
J25-0693,1,49463,50400,510,51778
J25-0694,3,49471,50400,655,53202
J25-0695,7,49538,50400,539,53072
J25-0696,0,49601,50400,395,52124
J25-0697,6,49769,50400,416,51382
J25-0698,2,49771,50400,568,53248
J25-0699,4,49875,50400,393,52721
J25-0700,2,49896,50400,568,52831
J25-0701,1,49970,50400,510,52750
J25-0702,0,49989,50400,395,52617
J25-0703,7,50138,50400,539,52596
J25-0704,4,50271,50400,393,51745
J25-0705,6,50364,50400,416,52808
J25-0706,5,50415,51840,496,53715
J25-0707,9,50454,51840,540,54577
J25-0708,3,50547,51840,655,53759
J25-0709,8,50579,51840,597,53605
J25-0710,0,50715,51840,395,54816
J25-0711,2,50823,51840,568,53912
J25-0712,8,51129,51840,597,54019
J25-0713,7,51189,51840,539,53904
J25-0714,4,51224,51840,393,53972
J25-0715,9,51293,51840,540,53571
J25-0716,5,51315,51840,496,53599
J25-0717,6,51511,51840,416,53143
J25-0718,3,51615,51840,655,53334
J25-0719,1,51625,51840,510,53628
J25-0720,7,51923,53280,539,55300
J25-0721,6,51965,53280,416,55621
J25-0722,9,52064,53280,540,54967
J25-0723,1,52090,53280,510,55422
J25-0724,2,52230,53280,568,54973
J25-0725,5,52240,53280,496,55485
J25-0726,0,52287,53280,395,55288
J25-0727,4,52453,53280,393,54821
J25-0728,3,52536,53280,655,54621
J25-0729,8,52717,53280,597,55544
J25-0730,8,52777,53280,597,54928
J25-0731,7,52858,53280,539,55846
J25-0732,5,52876,53280,496,55842
