Job,Routing_ID,Arrival,Ready Time,Job Processing Time,Deadline
J25-0071,8,4614,5760,597,7583
J25-0072,6,4615,5760,416,7261
J25-0073,3,4628,5760,655,7489
J25-0074,2,4659,5760,568,7742
J25-0075,4,4666,5760,393,7277
J25-0076,1,4689,5760,510,7750
J25-0077,9,4751,5760,540,8821
J25-0078,5,4848,5760,496,7603
J25-0079,0,4975,5760,395,8259
J25-0080,2,5210,5760,568,8362
J25-0081,4,5337,5760,393,7621
J25-0082,7,5419,5760,539,7265
J25-0083,0,5436,5760,395,7484
J25-0084,1,5438,5760,510,6816
J25-0085,6,5499,5760,416,7735
J25-0086,5,5520,5760,496,8234
J25-0087,8,5630,5760,597,10332
J25-0088,3,5677,5760,655,8515
J25-0089,9,5759,5760,540,8570
J25-0090,5,5798,7200,496,9445
J25-0091,9,5804,7200,540,8770
J25-0092,4,5917,7200,393,10305
J25-0093,6,6087,7200,416,9229
J25-0094,2,6301,7200,568,9363
J25-0095,8,6316,7200,597,9096
J25-0096,0,6401,7200,395,9536
J25-0097,7,6475,7200,539,9963
J25-0098,1,6499,7200,510,9598
J25-0099,3,6617,7200,655,8140
J25-0100,6,6662,7200,416,9014
J25-0101,0,6881,7200,395,8928
J25-0102,5,6891,7200,496,9344
J25-0103,8,6944,7200,597,10029
J25-0104,3,7246,8640,655,11531
J25-0105,1,7285,8640,510,10669
J25-0106,7,7322,8640,539,12806
J25-0107,2,7335,8640,568,10336
J25-0108,9,7527,8640,540,11106
J25-0109,4,7555,8640,393,10454
J25-0110,1,7556,8640,510,10541
J25-0111,0,7566,8640,395,10366
J25-0112,9,7574,8640,540,10090
J25-0113,4,7735,8640,393,11012
J25-0114,5,7814,8640,496,10427
J25-0115,8,7834,8640,597,11772
J25-0116,6,7866,8640,416,9932
J25-0117,3,7880,8640,655,9830
J25-0118,2,7992,8640,568,9864
J25-0119,7,8026,8640,539,10703
J25-0120,0,8076,8640,395,10775
J25-0121,5,8198,8640,496,10851
J25-0122,4,8294,8640,393,10350
J25-0123,8,8325,8640,597,10810
J25-0124,3,8445,8640,655,10325
J25-0125,7,8546,8640,539,11053
J25-0126,6,8616,8640,416,10437
J25-0127,1,8648,10080,510,12444
J25-0128,2,8681,10080,568,11740
J25-0129,9,8695,10080,540,12456
J25-0130,1,8705,10080,510,12982
J25-0131,8,8745,10080,597,11658
J25-0132,6,8852,10080,416,12448
J25-0133,5,8853,10080,496,11987
J25-0134,0,8894,10080,395,11198
J25-0135,3,9048,10080,655,11684
J25-0136,2,9102,10080,568,11449
J25-0137,4,9156,10080,393,12753
J25-0138,9,9176,10080,540,11731
J25-0139,7,9191,10080,539,12207
J25-0140,2,9212,10080,568,11565
J25-0141,9,9247,10080,540,11498
J25-0142,3,9249,10080,655,12257
J25-0143,8,9325,10080,597,11059
J25-0144,0,9341,10080,395,11263
J25-0145,5,9534,10080,496,12350
J25-0146,4,9563,10080,393,12696
J25-0147,6,9623,10080,416,11463
J25-0148,1,9642,10080,510,12467
J25-0149,7,9692,10080,539,11754
J25-0150,0,9726,10080,395,11757
J25-0151,5,9727,10080,496,11785
J25-0152,2,10034,10080,568,12189
J25-0153,9,10154,11520,540,13617
J25-0154,3,10164,11520,655,12650
J25-0155,1,10291,11520,510,12534
J25-0156,7,10418,11520,539,12721
J25-0157,8,10554,11520,597,14015
J25-0158,4,10708,11520,393,15228
J25-0159,6,10718,11520,416,14624
J25-0160,7,10951,11520,539,13198
J25-0161,0,10985,11520,395,12985
J25-0162,5,11023,11520,496,13393
J25-0163,8,11099,11520,597,13111
J25-0164,2,11170,11520,568,14437
J25-0165,3,11311,11520,655,13616
J25-0166,9,11365,11520,540,12384
J25-0167,6,11371,11520,416,12933
J25-0168,4,11408,11520,393,13540
J25-0169,1,11412,11520,510,12719
J25-0170,0,11484,11520,395,13702
J25-0171,4,11611,12960,393,15563
J25-0172,8,11667,12960,597,15102
J25-0173,5,11718,12960,496,14430
J25-0174,2,11788,12960,568,14950
J25-0175,7,11958,12960,539,14326
J25-0176,3,11971,12960,655,16309
J25-0177,6,12020,12960,416,14630
J25-0178,9,12137,12960,540,14100
J25-0179,1,12198,12960,510,14420
J25-0180,0,12202,12960,395,14472
J25-0181,2,12245,12960,568,14195
J25-0182,5,12257,12960,496,14918
J25-0183,3,12304,12960,655,14172
J25-0184,9,12315,12960,540,14788
J25-0185,6,12428,12960,416,14312
J25-0186,4,12479,12960,393,15153
J25-0187,1,12609,12960,510,14734
J25-0188,8,12914,12960,597,14357
J25-0189,7,12931,12960,539,16418
J25-0190,6,12985,14400,416,16169
J25-0191,8,13016,14400,597,16277
J25-0192,3,13058,14400,655,16332
J25-0193,5,13072,14400,496,15951
J25-0194,7,13329,14400,539,16404
J25-0195,4,13592,14400,393,17542
J25-0196,9,13662,14400,540,16376
J25-0197,2,13714,14400,568,16420
J25-0198,1,13807,14400,510,16456
J25-0199,0,13835,14400,395,15700
J25-0200,5,13840,14400,496,15817
J25-0201,8,13892,14400,597,16453
J25-0202,6,13926,14400,416,15381
J25-0203,0,14015,14400,395,17482
J25-0204,2,14117,14400,568,16931
J25-0205,9,14149,14400,540,16126
J25-0206,3,14177,14400,655,15896
J25-0207,7,14245,14400,539,16270
J25-0208,4,14338,14400,393,16117
J25-0209,1,14358,14400,510,15816
J25-0210,4,14367,14400,393,17063
J25-0211,3,14389,14400,655,16473
J25-0212,7,14739,15840,539,18548
J25-0213,6,14747,15840,416,17244
J25-0214,9,14813,15840,540,17040
J25-0215,1,15011,15840,510,17702
J25-0216,2,15077,15840,568,17312
J25-0217,0,15113,15840,395,17695
J25-0218,8,15178,15840,597,18042
J25-0219,5,15330,15840,496,17978
J25-0220,3,15384,15840,655,17675
J25-0221,0,15445,15840,395,17866
J25-0222,9,15461,15840,540,17349
J25-0223,8,15513,15840,597,17294
J25-0224,6,15583,15840,416,17032
J25-0225,4,15645,15840,393,17849
J25-0226,7,15665,15840,539,17321
J25-0227,5,15685,15840,496,17949
J25-0228,2,15715,15840,568,17538
J25-0229,1,15823,15840,510,17244
J25-0230,5,15932,17280,496,19783
J25-0231,0,16019,17280,395,18575
J25-0232,6,16044,17280,416,19003
J25-0233,2,16083,17280,568,19055
J25-0234,3,16122,17280,655,18785
J25-0235,8,16198,17280,597,20190
J25-0236,9,16318,17280,540,19448
J25-0237,7,16478,17280,539,18928
J25-0238,1,16585,17280,510,18746
J25-0239,4,16626,17280,393,19369
J25-0240,4,16650,17280,393,19469
J25-0241,3,16689,17280,655,19392
J25-0242,5,16765,17280,496,19019
J25-0243,7,16774,17280,539,19397
J25-0244,6,16935,17280,416,19509
J25-0245,0,16980,17280,395,18966
J25-0246,2,17019,17280,568,18677
J25-0247,1,17162,17280,510,18435
J25-0248,8,17192,17280,597,18979
J25-0249,9,17201,17280,540,19576
J25-0250,8,17231,17280,597,18510
J25-0251,1,17253,17280,510,18615
J25-0252,2,17356,18720,568,20867
J25-0253,3,17446,18720,655,21855
J25-0254,4,17472,18720,393,21017
J25-0255,5,17526,18720,496,20956
J25-0256,0,17541,18720,395,20772
J25-0257,9,17599,18720,540,20639
J25-0258,6,17686,18720,416,20728
J25-0259,7,17709,18720,539,21544
J25-0260,9,17786,18720,540,21448
J25-0261,8,17821,18720,597,20687
J25-0262,4,17861,18720,393,20777
J25-0263,3,18069,18720,655,20443
J25-0264,0,18269,18720,395,20126
J25-0265,2,18363,18720,568,20424
J25-0266,1,18407,18720,510,19894
J25-0267,6,18426,18720,416,19532
J25-0268,7,18545,18720,539,21131
J25-0269,5,18617,18720,496,21054
J25-0270,7,18698,18720,539,20954
J25-0271,9,18722,20160,540,22332
J25-0272,8,18892,20160,597,22213
J25-0273,2,18978,20160,568,22164
J25-0274,0,18981,20160,395,22382
J25-0275,6,19131,20160,416,23213
J25-0276,1,19443,20160,510,21474
J25-0277,3,19665,20160,655,22425
J25-0278,5,19703,20160,496,22421
J25-0279,4,19711,20160,393,22431
J25-0280,8,19776,20160,597,22292
J25-0281,7,19871,20160,539,22283
J25-0282,0,19933,20160,395,21818
J25-0283,9,19969,20160,540,21701
J25-0284,2,20034,20160,568,21514
J25-0285,6,20082,20160,416,21967
J25-0286,5,20124,20160,496,21705
J25-0287,4,20191,21600,393,25019
J25-0288,1,20197,21600,510,24015
J25-0289,3,20257,21600,655,22838
J25-0290,0,20292,21600,395,23419
J25-0291,3,20336,21600,655,22970
J25-0292,9,20347,21600,540,23372
J25-0293,6,20504,21600,416,22910
J25-0294,8,20536,21600,597,24658
J25-0295,1,20707,21600,510,22924
J25-0296,4,20751,21600,393,24462
J25-0297,5,20793,21600,496,23669
J25-0298,7,20846,21600,539,23939
J25-0299,2,20939,21600,568,23150
J25-0300,5,20968,21600,496,23807
J25-0301,0,20983,21600,395,23257
J25-0302,1,21017,21600,510,25478
J25-0303,3,21087,21600,655,23703
J25-0304,9,21268,21600,540,22866
J25-0305,7,21426,21600,539,23803
J25-0306,2,21496,21600,568,23795
J25-0307,8,21606,23040,597,24933
J25-0308,6,21646,23040,416,24774
J25-0309,4,21722,23040,393,25804
J25-0310,1,21975,23040,510,25081
J25-0311,2,22314,23040,568,24620
J25-0312,0,22397,23040,395,26501
J25-0313,9,22477,23040,540,24907
J25-0314,3,22575,23040,655,25888
J25-0315,6,22631,23040,416,24784
J25-0316,4,22701,23040,393,24898
J25-0317,5,22811,23040,496,25023
J25-0318,7,22877,23040,539,24563
J25-0319,8,23031,23040,597,25000
J25-0320,8,23076,24480,597,25939
J25-0321,3,23140,24480,655,26510
J25-0322,0,23225,24480,395,26457
J25-0323,9,23411,24480,540,27172
J25-0324,5,23516,24480,496,25538
J25-0325,1,23609,24480,510,26341
J25-0326,6,23620,24480,416,25834
J25-0327,4,23722,24480,393,26111
J25-0328,7,23792,24480,539,26583
J25-0329,2,23937,24480,568,27447
J25-0330,6,23982,24480,416,26235
J25-0331,5,23982,24480,496,26556
J25-0332,2,24012,24480,568,26048
J25-0333,4,24015,24480,393,27317
J25-0334,0,24103,24480,395,25925
J25-0335,3,24115,24480,655,26141
J25-0336,8,24214,24480,597,27079
J25-0337,1,24296,24480,510,25841
J25-0338,9,24386,24480,540,26848
J25-0339,7,24408,24480,539,25983
J25-0340,6,24486,25920,416,27299
J25-0341,5,24523,25920,496,29763
J25-0342,3,24578,25920,655,27744
J25-0343,1,24625,25920,510,28092
J25-0344,2,25123,25920,568,27811
J25-0345,9,25148,25920,540,28856
J25-0346,8,25259,25920,597,28067
J25-0347,7,25350,25920,539,28045
J25-0348,0,25412,25920,395,28461
J25-0349,4,25413,25920,393,28690
J25-0350,7,25496,25920,539,27716
J25-0351,0,25509,25920,395,27296
J25-0352,4,25793,25920,393,29233
J25-0353,2,25800,25920,568,28258
J25-0354,9,25826,25920,540,27681
J25-0355,6,25932,27360,416,28825
J25-0356,8,26029,27360,597,29151
J25-0357,5,26057,27360,496,29136
J25-0358,1,26151,27360,510,28841
J25-0359,3,26168,27360,655,28614
J25-0360,4,26255,27360,393,29137
J25-0361,1,26302,27360,510,29186
J25-0362,3,26347,27360,655,29548
J25-0363,2,26406,27360,568,28515
J25-0364,6,26437,27360,416,28706
J25-0365,9,26448,27360,540,30247
J25-0366,7,26590,27360,539,31803
J25-0367,5,26713,27360,496,28950
J25-0368,8,26714,27360,597,28507
J25-0369,0,26864,27360,395,29474
J25-0370,7,27055,27360,539,29409
J25-0371,0,27157,27360,395,28463
J25-0372,8,27219,27360,597,30494
J25-0373,5,27231,27360,496,29573
J25-0374,4,27267,27360,393,29348
J25-0375,6,27275,27360,416,28436
J25-0376,9,27304,27360,540,29179
J25-0377,1,27514,28800,510,32595
J25-0378,3,27612,28800,655,31178
J25-0379,2,27904,28800,568,29842
J25-0380,8,27957,28800,597,30206
J25-0381,2,27989,28800,568,29918
J25-0382,9,27996,28800,540,31798
J25-0383,4,28059,28800,393,30102
J25-0384,0,28107,28800,395,30133
J25-0385,7,28377,28800,539,30161
J25-0386,1,28398,28800,510,30511
J25-0387,5,28402,28800,496,30973
J25-0388,3,28550,28800,655,30393
J25-0389,6,28566,28800,416,30528
J25-0390,6,28629,28800,416,30772
J25-0391,5,28631,28800,496,31630
J25-0392,8,28661,28800,597,30502
J25-0393,3,28813,30240,655,31825
J25-0394,9,28847,30240,540,32155
J25-0395,0,28941,30240,395,32346
J25-0396,7,28991,30240,539,32232
J25-0397,2,29055,30240,568,32821
J25-0398,4,29164,30240,393,32133
J25-0399,1,29238,30240,510,32725
J25-0400,0,29249,30240,395,32718
J25-0401,8,29391,30240,597,32503
J25-0402,9,29465,30240,540,32624
J25-0403,2,29595,30240,568,31738
J25-0404,6,29624,30240,416,32171
J25-0405,4,29651,30240,393,33112
J25-0406,5,29686,30240,496,31597
J25-0407,7,29718,30240,539,32664
J25-0408,1,29719,30240,510,31666
J25-0409,3,29866,30240,655,32216
J25-0410,0,29913,30240,395,32330
J25-0411,7,29923,30240,539,33666
J25-0412,9,29943,30240,540,33241
J25-0413,4,29960,30240,393,32092
J25-0414,5,30000,30240,496,32704
J25-0415,6,30324,31680,416,33796
J25-0416,3,30463,31680,655,33281
J25-0417,8,30537,31680,597,33099
J25-0418,2,30574,31680,568,35488
J25-0419,1,30580,31680,510,33422
J25-0420,1,30589,31680,510,34675
J25-0421,2,30654,31680,568,33172
J25-0422,7,30753,31680,539,33418
J25-0423,3,30790,31680,655,33469
J25-0424,0,30877,31680,395,33598
J25-0425,5,30927,31680,496,34042
J25-0426,9,30941,31680,540,33499
J25-0427,4,30956,31680,393,34261
J25-0428,8,31143,31680,597,32978
J25-0429,6,31173,31680,416,33503
J25-0430,8,31179,31680,597,32754
J25-0431,6,31199,31680,416,33090
J25-0432,3,31208,31680,655,35106
J25-0433,4,31235,31680,393,33691
J25-0434,9,31299,31680,540,33739
J25-0435,2,31324,31680,568,33548
J25-0436,0,31426,31680,395,33494
J25-0437,1,31475,31680,510,33139
J25-0438,5,31659,31680,496,33576
J25-0439,7,31717,33120,539,34410
J25-0440,4,31825,33120,393,35467
J25-0441,7,31882,33120,539,35770
J25-0442,0,32046,33120,395,34394
J25-0443,3,32084,33120,655,34814
J25-0444,5,32107,33120,496,35310
J25-0445,9,32184,33120,540,35958
J25-0446,6,32243,33120,416,35248
J25-0447,1,32255,33120,510,36153
J25-0448,2,32314,33120,568,35927
J25-0449,8,32328,33120,597,35643
J25-0450,4,32566,33120,393,34629
J25-0451,6,32724,33120,416,34221
J25-0452,7,32815,33120,539,34491
J25-0453,5,32897,33120,496,35815
J25-0454,1,32999,33120,510,35297
J25-0455,0,33056,33120,395,34720
J25-0456,3,33193,34560,655,36199
J25-0457,2,33233,34560,568,37786
J25-0458,9,33254,34560,540,36413
J25-0459,8,33314,34560,597,36285
J25-0460,7,33375,34560,539,36380
J25-0461,3,33597,34560,655,36063
J25-0462,4,33609,34560,393,36745
J25-0463,8,33655,34560,597,39450
J25-0464,2,33681,34560,568,37840
J25-0465,0,33770,34560,395,36289
J25-0466,1,33838,34560,510,36047
J25-0467,6,33844,34560,416,35823
J25-0468,9,33867,34560,540,35857
J25-0469,5,33928,34560,496,37131
J25-0470,1,34033,34560,510,36688
J25-0471,9,34063,34560,540,38227
J25-0472,2,34107,34560,568,37100
J25-0473,7,34109,34560,539,36480
J25-0474,4,34135,34560,393,35428
J25-0475,0,34250,34560,395,37286
J25-0476,8,34295,34560,597,36068
J25-0477,5,34447,34560,496,35964
J25-0478,6,34505,34560,416,35799
J25-0479,3,34563,36000,655,38281
J25-0480,1,34573,36000,510,38357
J25-0481,7,34687,36000,539,38031
J25-0482,4,34700,36000,393,38014
J25-0483,2,34704,36000,568,38403
J25-0484,6,34705,36000,416,38287
J25-0485,8,34771,36000,597,37541
J25-0486,3,34788,36000,655,37728
J25-0487,9,34807,36000,540,37675
J25-0488,0,34817,36000,395,38201
J25-0489,5,34852,36000,496,38531
J25-0490,7,34880,36000,539,38550
J25-0491,2,34974,36000,568,38111
J25-0492,0,35129,36000,395,37170
J25-0493,8,35337,36000,597,37715
J25-0494,5,35424,36000,496,37941
J25-0495,1,35438,36000,510,38122
J25-0496,4,35451,36000,393,37306
J25-0497,3,35526,36000,655,37502
J25-0498,9,35565,36000,540,38022
J25-0499,6,35613,36000,416,38195
J25-0500,4,35634,36000,393,39058
J25-0501,0,35642,36000,395,38188
J25-0502,5,35686,36000,496,38022
J25-0503,9,35973,36000,540,38727
J25-0504,3,36026,37440,655,40152
J25-0505,1,36148,37440,510,38539
J25-0506,6,36268,37440,416,39355
J25-0507,8,36315,37440,597,39626
J25-0508,7,36336,37440,539,39129
J25-0509,2,36407,37440,568,39672
J25-0510,6,36450,37440,416,39722
J25-0511,7,36500,37440,539,39350
J25-0512,2,36563,37440,568,38938
J25-0513,1,36645,37440,510,38856
J25-0514,4,36763,37440,393,40129
J25-0515,0,36916,37440,395,39209
J25-0516,8,36926,37440,597,39205
J25-0517,5,36939,37440,496,39463
J25-0518,3,36956,37440,655,40234
J25-0519,9,36990,37440,540,39046
J25-0520,0,37000,37440,395,39060
J25-0521,7,37112,37440,539,39505
J25-0522,3,37172,37440,655,38964
J25-0523,1,37339,37440,510,39075
J25-0524,6,37387,37440,416,38711
J25-0525,8,37431,37440,597,39882
J25-0526,4,37449,38880,393,41330
J25-0527,9,37487,38880,540,40305
J25-0528,5,37513,38880,496,40772
J25-0529,2,37536,38880,568,40263
J25-0530,6,37633,38880,416,40717
J25-0531,2,37636,38880,568,40646
J25-0532,9,37664,38880,540,40961
J25-0533,8,37692,38880,597,40395
J25-0534,0,37749,38880,395,41265
J25-0535,5,37812,38880,496,41709
J25-0536,4,37829,38880,393,42241
J25-0537,1,37862,38880,510,40602
J25-0538,3,37899,38880,655,39922
J25-0539,7,37969,38880,539,41049
J25-0540,6,38031,38880,416,40473
J25-0541,5,38096,38880,496,40810
J25-0542,4,38242,38880,393,40482
J25-0543,1,38262,38880,510,41001
J25-0544,9,38267,38880,540,40006
J25-0545,2,38351,38880,568,40559
J25-0546,7,38463,38880,539,41016
J25-0547,8,38472,38880,597,40222
J25-0548,3,38707,38880,655,41349
J25-0549,0,38722,38880,395,41585
J25-0550,3,38759,38880,655,40366
J25-0551,6,38779,38880,416,41013
J25-0552,7,38865,38880,539,41244
J25-0553,8,38875,38880,597,40065
J25-0554,4,38949,40320,393,43917
J25-0555,2,38952,40320,568,41863
J25-0556,0,38977,40320,395,42945
J25-0557,1,39003,40320,510,42177
J25-0558,5,39109,40320,496,41734
J25-0559,9,39226,40320,540,42089
J25-0560,4,39239,40320,393,43137
J25-0561,5,39501,40320,496,42078
J25-0562,3,39714,40320,655,42633
J25-0563,1,39814,40320,510,41499
J25-0564,6,39842,40320,416,41918
J25-0565,2,39869,40320,568,42498
J25-0566,8,39921,40320,597,41363
J25-0567,9,39984,40320,540,42395
J25-0568,0,40025,40320,395,41863
J25-0569,7,40234,40320,539,42991
J25-0570,4,40318,40320,393,42304
J25-0571,0,40349,41760,395,43569
J25-0572,5,40556,41760,496,43848
J25-0573,9,40574,41760,540,43538
J25-0574,1,40686,41760,510,43733
J25-0575,2,40857,41760,568,44114
J25-0576,8,40871,41760,597,43499
J25-0577,7,40959,41760,539,44093
J25-0578,6,40963,41760,416,43234
J25-0579,3,40970,41760,655,42770
J25-0580,7,41030,41760,539,44136
J25-0581,4,41110,41760,393,44754
J25-0582,0,41330,41760,395,43953
J25-0583,8,41394,41760,597,43616
J25-0584,3,41407,41760,655,44145
J25-0585,9,41440,41760,540,42973
J25-0586,5,41489,41760,496,44621
J25-0587,6,41534,41760,416,43706
J25-0588,1,41553,41760,510,43875
J25-0589,2,41742,41760,568,43575
J25-0590,2,41744,41760,568,44513
J25-0591,1,41753,41760,510,43843
J25-0592,6,41781,43200,416,45352
J25-0593,5,41799,43200,496,45571
J25-0594,0,41884,43200,395,45860
J25-0595,9,42042,43200,540,46310
J25-0596,8,42338,43200,597,44881
J25-0597,7,42342,43200,539,44490
J25-0598,3,42398,43200,655,44469
J25-0599,4,42589,43200,393,44728
J25-0600,7,42624,43200,539,45305
J25-0601,1,42663,43200,510,45635
J25-0602,4,42694,43200,393,44863
J25-0603,0,42710,43200,395,44919
J25-0604,2,42769,43200,568,44455
J25-0605,5,43061,43200,496,44733
J25-0606,8,43061,43200,597,46151
J25-0607,9,43162,43200,540,45189
J25-0608,3,43234,44640,655,46912
J25-0609,6,43280,44640,416,45994
J25-0610,4,43375,44640,393,46414
J25-0611,0,43398,44640,395,46518
J25-0612,2,43404,44640,568,46308
J25-0613,6,43428,44640,416,46264
J25-0614,8,43518,44640,597,47577
J25-0615,9,43603,44640,540,47602
J25-0616,1,43716,44640,510,46901
J25-0617,7,43726,44640,539,47035
J25-0618,5,43850,44640,496,48810
J25-0619,3,43878,44640,655,46473
J25-0620,6,43938,44640,416,45844
J25-0621,8,44102,44640,597,46478
J25-0622,0,44247,44640,395,46065
J25-0623,2,44258,44640,568,46065
J25-0624,1,44342,44640,510,46661
J25-0625,5,44345,44640,496,46782
J25-0626,3,44532,44640,655,46011
J25-0627,9,44628,44640,540,46423
J25-0628,4,44636,44640,393,46457
J25-0629,7,44738,46080,539,48661
J25-0630,5,44890,46080,496,48981
J25-0631,7,44951,46080,539,47765
J25-0632,6,45013,46080,416,46862
J25-0633,1,45039,46080,510,47804
J25-0634,2,45127,46080,568,47090
J25-0635,8,45268,46080,597,47266
J25-0636,3,45291,46080,655,47695
J25-0637,9,45382,46080,540,47561
J25-0638,4,45471,46080,393,47631
J25-0639,0,45562,46080,395,47467
J25-0640,2,45674,46080,568,47804
J25-0641,6,45720,46080,416,47837
J25-0642,9,45781,46080,540,48170
J25-0643,0,45910,46080,395,48613
J25-0644,4,45923,46080,393,49154
J25-0645,8,45960,46080,597,47794
J25-0646,7,46178,47520,539,49222
J25-0647,5,46383,47520,496,49411
J25-0648,1,46406,47520,510,48590
J25-0649,3,46669,47520,655,49762
J25-0650,5,46693,47520,496,49842
J25-0651,7,46783,47520,539,49266
J25-0652,8,46828,47520,597,49217
J25-0653,6,46857,47520,416,49506
J25-0654,2,46880,47520,568,49224
J25-0655,0,46957,47520,395,50502
J25-0656,9,47040,47520,540,49327
J25-0657,1,47090,47520,510,49523
J25-0658,3,47105,47520,655,49404
J25-0659,4,47110,47520,393,49491
J25-0660,7,47156,47520,539,49956
J25-0661,2,47184,47520,568,50303
J25-0662,3,47302,47520,655,49694
J25-0663,1,47345,47520,510,49394
J25-0664,6,47459,47520,416,49310
J25-0665,5,47582,48960,496,51505
J25-0666,0,47676,48960,395,50903
J25-0667,4,47831,48960,393,51327
J25-0668,8,47905,48960,597,50628
J25-0669,9,47908,48960,540,50314
J25-0670,4,47932,48960,393,50755
J25-0671,0,47996,48960,395,51643
J25-0672,7,47998,48960,539,51788
J25-0673,5,48101,48960,496,51812
J25-0674,6,48234,48960,416,49882
J25-0675,9,48375,48960,540,51957
J25-0676,1,48399,48960,510,50870
J25-0677,8,48551,48960,597,50608
J25-0678,2,48575,48960,568,51096
J25-0679,3,48652,48960,655,52262
J25-0680,3,48668,48960,655,50101
J25-0681,8,48736,48960,597,50630
J25-0682,7,48745,48960,539,50795
J25-0683,0,48752,48960,395,51173
J25-0684,6,48791,48960,416,50449
J25-0685,9,48888,48960,540,50560
J25-0686,5,48960,50400,496,53117
J25-0687,1,48971,50400,510,51600
J25-0688,4,49237,50400,393,51633
J25-0689,2,49356,50400,568,51700
J25-0690,8,49446,50400,597,52209
J25-0691,9,49452,50400,540,51510
J25-0692,5,49500,50400,496,52971
J25-0693,1,49542,50400,510,51673
J25-0694,3,49550,50400,655,53364
J25-0695,7,49618,50400,539,53123
J25-0696,0,49681,50400,395,52036
J25-0697,6,49849,50400,416,51250
J25-0698,2,49851,50400,568,53483
J25-0699,4,49955,50400,393,52709
J25-0700,2,49975,50400,568,52949
J25-0701,1,50049,50400,510,52815
J25-0702,0,50068,50400,395,52613
J25-0703,7,50218,50400,539,52552
J25-0704,4,50350,50400,393,51600
J25-0705,6,50444,51840,416,54335
J25-0706,5,50495,51840,496,53640
J25-0707,9,50534,51840,540,54712
J25-0708,3,50627,51840,655,53723
J25-0709,8,50659,51840,597,53519
J25-0710,0,50795,51840,395,54989
J25-0711,2,50902,51840,568,53945
J25-0712,8,51208,51840,597,54003
J25-0713,7,51269,51840,539,53838
J25-0714,4,51304,51840,393,53926
J25-0715,9,51373,51840,540,53497
J25-0716,5,51394,51840,496,53507
J25-0717,6,51591,51840,416,53034
J25-0718,3,51694,51840,655,53234
J25-0719,1,51704,51840,510,53580
J25-0720,7,52003,53280,539,55227
J25-0721,6,52044,53280,416,55691
J25-0722,9,52143,53280,540,54887
J25-0723,1,52169,53280,510,55440
J25-0724,2,52309,53280,568,54931
J25-0725,5,52319,53280,496,55466
J25-0726,0,52366,53280,395,55244
J25-0727,4,52533,53280,393,54693
J25-0728,3,52616,53280,655,54504
J25-0729,8,52796,53280,597,55544
J25-0730,8,52856,53280,597,54826
J25-0731,7,52938,53280,539,55875
J25-0732,5,52955,53280,496,55898
